mean_tmd_gap	tmd_negative_fraction_std	n_tmd	loc_er	has_WT_lost
3.0	0.0	2	0	0
72.5	0.0224478343233824	3	0	0
161.0	0.0	2	0	0
161.0	0.0	2	0	0
49.666666666666664	0.0	4	0	0
49.666666666666664	0.0	4	0	0
6.0	0.0	2	0	0
49.666666666666664	0.0	4	0	0
76.5	0.0224478343233824	3	0	0
72.0	0.0	3	0	0
32.0	0.032723060520775	6	0	0
11.454545454545457	0.0195521277649364	12	0	0
23.5	0.0215120929263155	7	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
27.142857142857142	0.0157485197087178	8	0	0
0.0	0.0	1	0	0
34.5	0.0	3	0	0
14.0	0.0107843137254902	2	0	0
6.0	0.0	2	0	0
0.0	0.0	1	0	0
11.833333333333334	0.0296822496416508	7	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
30.333333333333332	0.0346872075754611	7	1	0
34.0	0.0294117647058823	6	0	0
42.0	0.0224478343233824	3	0	0
46.3	0.0	11	0	0
0.0	0.0	1	1	0
21.875	0.0239944306888054	9	1	0
246.0	0.0	2	0	0
0.0	0.0	1	1	0
30.4	0.0448956686467649	6	0	0
77.0	0.0	2	0	0
40.0	0.0238095238095238	2	0	0
49.5	0.0224478343233824	3	0	1
0.0	0.0	1	1	0
0.0	0.0	1	1	0
13.294117647058824	0.0317460317460317	18	1	0
0.0	0.0	1	1	0
0.0	0.0	1	0	0
16.818181818181817	0.0177465712499983	12	0	0
15.454545454545457	0.0211967825277447	12	0	0
0.0	0.0	1	0	0
20.5	0.0	3	0	0
13.8	0.0601206482869082	6	1	0
39.666666666666664	0.0394836284566119	4	1	0
47.166666666666664	0.0235653171097806	7	0	0
29.333333333333332	0.0412393049421161	4	1	0
51.666666666666664	0.0	4	1	0
13.0	0.0427394032312262	6	1	0
29.0	0.0247015195354595	6	0	0
17.083333333333332	0.0219780219780219	13	1	0
18.818181818181817	0.02198422420455	12	0	0
11.0	0.0238095238095238	2	0	0
108.0	0.0233284737407921	10	0	0
108.55555555555556	0.0218217890235992	10	0	0
142.625	0.0326159471056559	9	0	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
19.2	0.0238095238095238	6	0	0
88.0	0.0218217890235992	10	0	0
21.5	0.038095238095238	5	0	0
9.0	0.0	2	1	0
18.09090909090909	0.0177465712499983	12	0	0
27.923076923076923	0.0195393287297211	14	0	0
0.0	0.0	1	0	0
13.0	0.0	2	0	0
0.0	0.0	1	0	0
41.09090909090909	0.020619652471058	12	0	1
61.42857142857143	0.020619652471058	8	1	0
26.0	0.0238095238095238	2	0	0
0.0	0.0	1	0	0
65.33333333333333	0.0	4	0	0
13.166666666666666	0.0334866700573429	7	1	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
17.0	0.0	2	1	0
11.0	0.0237177436367224	3	1	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
47.2	0.0224478343233824	6	1	1
20.625	0.0149652228822549	9	0	0
85.44444444444444	0.0415133232718159	10	0	0
85.44444444444444	0.0415133232718159	10	0	0
85.44444444444444	0.0415133232718159	10	0	0
16.636363636363637	0.0469530141515842	12	0	0
11.333333333333334	0.020619652471058	4	1	0
197.0	0.0	2	0	0
40.666666666666664	0.020619652471058	4	1	0
0.0	0.0	1	1	0
28.833333333333332	0.0499895865874117	7	0	0
53.75	0.019047619047619	5	0	0
21.5	0.0448956686467649	3	1	0
9.5	0.0333263910582745	7	1	0
37.333333333333336	0.020619652471058	4	1	0
437.0	0.0	2	1	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
38.5	0.0355919259415271	7	0	0
0.0	0.0	1	1	0
26.5	0.0448956686467649	3	1	0
0.0	0.0	1	1	0
54.0	0.0224478343233824	3	1	0
41.5	0.0	7	1	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
5.0	0.0	2	1	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
14.333333333333334	0.0166631955291372	7	0	0
31.5	0.0	3	1	0
32.5	0.0224478343233824	3	0	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
24.666666666666668	0.0	4	1	0
267.0	0.0	2	1	0
331.0	0.0238095238095238	2	1	0
20.77777777777778	0.019047619047619	10	1	0
0.0	0.0	1	0	0
122.0	0.0	2	0	0
32.285714285714285	0.0	8	0	0
15.636363636363637	0.0410479382253515	12	0	1
12.363636363636363	0.0283390017005668	12	0	1
16.0	0.0234765070757921	12	0	0
0.0	0.0	1	0	0
45.0	0.0346872075754611	7	0	0
0.0	0.0	1	0	0
19.875	0.0236620949999977	9	0	1
19.875	0.0236620949999977	9	0	0
17.333333333333332	0.0238095238095238	4	0	0
54.333333333333336	0.020619652471058	4	0	0
0.0	0.0	1	0	0
82.53846153846153	0.0290612372289711	14	0	0
55.44444444444444	0.0283551591453252	19	0	0
17.6	0.022435030191231	11	1	0
28.875	0.0224478343233824	9	1	0
17.6	0.0229069377581349	11	1	1
16.0	0.020619652471058	12	0	0
29.6	0.0238095238095238	6	0	1
89.0	0.0	2	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
34.5	0.0224478343233824	3	0	1
24.1	0.0212077034007201	11	0	0
40.0	0.0	4	0	0
42.0	0.0380952380952381	5	0	0
18.333333333333332	0.0234010968713722	7	0	0
18.0	0.0309642172808101	7	0	0
17.833333333333332	0.0491564268109549	7	0	0
18.833333333333332	0.0333263910582745	7	0	0
18.666666666666668	0.0211842704282401	7	0	0
20.5	0.0166631955291372	7	0	0
20.166666666666668	0.0	7	0	0
31.428571428571427	0.0412393049421161	8	0	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
37.0	0.0	4	0	0
65.75	0.0380952380952381	5	0	0
26.666666666666668	0.0419347891358433	7	0	0
24.22222222222222	0.0237102805284032	10	0	0
45.5	0.0224478343233824	3	0	0
20.6	0.0183664099009492	11	0	0
16.818181818181817	0.0177465712499983	12	0	1
0.0	0.0	1	0	0
0.0	0.0	1	0	0
4.25	0.0233284737407921	5	0	0
10.0	0.0238095238095238	2	0	0
90.6	0.0	6	1	0
9.857142857142858	0.0238095238095238	8	1	0
18.09090909090909	0.0177465712499983	12	0	0
19.363636363636363	0.0191318081986312	12	1	0
0.0	0.0	1	0	0
21.0	0.0346872075754611	7	0	0
19.90909090909091	0.02198422420455	12	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
69.5	0.0	3	1	0
37.0	0.023029552584995	3	1	0
23.454545454545453	0.0224478343233824	12	0	0
23.545454545454547	0.0224478343233824	12	0	0
31.4	0.0391043727196487	6	0	0
14.0	0.0238095238095238	12	0	0
17.25	0.0233284737407921	5	1	0
18.636363636363637	0.020619652471058	12	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
13.666666666666666	0.020619652471058	4	0	0
12.714285714285714	0.0230534722988536	8	0	0
53.75	0.0425917709999959	5	0	0
29.875	0.0224478343233824	9	1	0
9.6	0.0363696483726653	6	1	0
0.0	0.0	1	1	0
42.13333333333333	0.0185863035666619	16	1	0
19.11111111111111	0.0251305936328928	10	1	1
21.0	0.0	2	0	0
0.0	0.0	1	1	0
443.0	0.0	2	1	0
37.285714285714285	0.0230534722988536	8	1	0
19.0	0.0238095238095238	2	1	0
12.4	0.0224478343233824	6	0	1
0.0	0.0	1	1	0
105.16666666666669	0.0379163453757258	7	0	0
106.25	0.019047619047619	5	1	0
171.57142857142858	0.0230534722988536	8	0	1
0.0	0.0	1	1	0
53.0	0.0	2	0	0
27.4	0.0312168941598613	11	1	0
29.0	0.0306106831682488	11	1	0
15.75	0.0231668693052628	13	1	0
0.0	0.0	1	0	0
27.2	0.0282468750909686	6	0	0
0.0	0.0	1	0	0
31.0	0.0238095238095238	2	0	0
19.636363636363637	0.0312196038998353	12	0	0
0.0	0.0	1	0	0
46.142857142857146	0.0230534722988536	8	1	0
46.57142857142857	0.0230534722988536	8	1	0
0.0	0.0	1	1	0
22.8	0.0183664099009492	11	0	0
0.0	0.0	1	0	1
26.8	0.0237109332253318	11	0	0
18.571428571428573	0.0380180189971685	8	1	0
0.0	0.0	1	1	0
14.666666666666666	0.0235653171097806	7	0	0
0.0	0.0	1	0	0
17.0	0.0250372596687484	9	1	0
11.666666666666666	0.0235653171097806	7	1	0
