mean_tmd_gap	tmd_negative_fraction_std	n_tmd	loc_er	has_WT_lost
40.57142857142857	0.0242682264019129	8	0	0
22.4	0.0410685410411477	11	1	0
28.0	0.0331414545406549	8	1	0
5.0	0.0	2	0	0
11.0	0.0476190476190476	2	0	0
12.0	0.0238095238095238	2	0	0
0.0	0.0	1	0	1
0.0	0.0	1	0	0
17.545454545454547	0.0177465712499983	12	0	0
33.142857142857146	0.0157485197087178	8	0	0
0.0	0.0	1	1	0
73.0	0.0136895136803825	11	0	0
0.0	0.0	1	1	0
1.0	0.0	2	1	0
9.0	0.0238095238095238	2	1	0
0.0	0.0	1	1	0
71.41666666666667	0.0503144517401039	13	1	0
0.0	0.0	1	0	0
13.0	0.0	2	0	0
0.0	0.0	1	1	0
13.0	0.0238095238095238	2	1	1
50.7	0.0183664099009492	11	0	0
0.0	0.0	1	1	0
232.0	0.0238095238095238	2	0	0
24.333333333333332	0.020619652471058	4	0	1
0.0	0.0	1	1	0
25.333333333333332	0.0304910677972992	10	1	0
0.0	0.0	1	0	0
66.6923076923077	0.0290612372289711	14	1	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	1	0
20.555555555555557	0.0313608219109921	10	0	1
24.363636363636363	0.020619652471058	12	0	1
0.0	0.0	1	0	0
8.0	0.0583211843519804	4	1	0
13.333333333333334	0.0184519969238072	7	0	0
36.5	0.0304226935714257	7	1	0
20.333333333333332	0.0215004510485883	7	0	0
65.9090909090909	0.0131612094855373	12	0	0
17.545454545454547	0.020619652471058	12	0	0
16.0	0.0315616074267834	13	1	0
32.285714285714285	0.0206150298158013	8	0	0
18.181818181818183	0.0304807370947166	12	0	0
18.09090909090909	0.0230726223552906	12	0	0
242.0	0.0	2	0	0
29.0	0.038095238095238	5	1	0
38.666666666666664	0.020619652471058	4	0	0
28.666666666666668	0.0224204154364871	4	0	0
32.5	0.0	5	1	0
8.0	0.0224478343233824	3	1	0
29.714285714285715	0.042956764771172	8	0	0
18.0	0.020619652471058	4	0	1
0.0	0.0	1	0	0
12.0	0.0234830409787698	4	0	0
18.09090909090909	0.020619652471058	12	0	0
17.818181818181817	0.0224478343233824	12	0	0
0.0	0.0	1	0	0
1.0	0.0	2	1	0
1.0	0.0238095238095238	2	1	0
1.0	0.0238095238095238	2	1	0
117.0	0.0388807895679869	3	0	0
121.5	0.0224478343233824	3	0	0
0.0	0.0	1	0	0
13.333333333333334	0.0235653171097806	7	0	0
3.0	0.0	2	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
422.0	0.0	2	1	0
0.0	0.0	1	1	0
19.181818181818183	0.0283390017005668	12	0	1
23.2	0.0183664099009492	11	0	0
14.272727272727272	0.020619652471058	12	1	0
14.11111111111111	0.0218217890235992	10	0	0
14.0	0.0238095238095238	4	0	0
7.0	0.0388807895679869	3	0	0
0.0	0.0	1	0	0
42.0	0.0224478343233824	3	0	0
13.666666666666666	0.0	4	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
19.125	0.0149652228822549	9	0	0
25.875	0.0224478343233824	9	0	0
25.555555555555557	0.0	10	0	0
13.4	0.0229069377581349	11	0	1
31.142857142857142	0.0157485197087178	8	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
36.4	0.0177465712499983	6	0	1
19.636363636363637	0.0296956935458249	12	0	0
12.666666666666666	0.0237389769172449	13	0	1
15.454545454545457	0.0131612094855373	12	0	0
15.454545454545457	0.0131612094855373	12	0	0
16.90909090909091	0.0224478343233824	12	0	0
19.181818181818183	0.0138192699598141	12	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
75.18181818181819	0.0354174371685096	12	0	0
44.54545454545455	0.0304807370947166	12	0	0
4.0	0.0952380952380952	2	1	0
15.2	0.0325918031473247	6	1	0
0.0	0.0	1	1	0
18.5	0.0235653171097806	7	0	0
5.333333333333333	0.0238095238095238	4	0	0
13.0	0.0	4	0	0
19.0	0.0240562612162344	4	0	0
26.75	0.0233284737407921	5	0	0
0.0	0.0	1	1	0
50.0	0.0	2	1	0
0.0	0.0	1	1	0
19.09090909090909	0.0177465712499983	12	0	0
0.0	0.0	1	0	0
1.0	0.0238095238095238	2	0	0
0.0	0.0	1	0	0
4.0	0.0	2	1	0
0.0	0.0	1	1	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	1	0
20.5	0.0231668693052628	13	0	0
16.454545454545453	0.0200457551745513	12	0	0
24.11111111111111	0.019047619047619	10	0	0
15.846153846153848	0.0280483375892357	14	0	0
16.923076923076923	0.0290612372289711	14	0	0
12.3	0.0209150301269928	11	0	0
17.727272727272727	0.0234765070757921	12	0	0
19.5	0.0237109332253318	11	0	0
0.0	0.0	1	0	0
17.333333333333332	0.0166543346881622	4	0	0
21.25	0.0233284737407921	5	0	0
4.0	0.0	2	1	0
16.666666666666668	0.0166543346881622	4	0	0
11.0	0.0	2	0	0
55.1875	0.0468717101699762	17	0	0
32.416666666666664	0.0237389769172449	13	0	0
0.0	0.0	1	1	0
29.857142857142858	0.0206150298158013	8	0	0
12.0	0.0263157894736842	2	1	0
11.0	0.020619652471058	4	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	1	0
55.0	0.0476190476190476	2	0	0
20.333333333333332	0.0238095238095238	4	0	0
34.0	0.0476190476190476	2	0	1
0.0	0.0	1	0	0
17.90909090909091	0.0131612094855373	12	0	0
11.0	0.0218217890235992	10	1	0
12.0	0.0	3	1	0
14.5	0.0	3	1	0
15.0	0.0224478343233824	3	1	0
13.5	0.0	3	1	0
17.5	0.0224478343233824	3	0	1
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	1	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
59.125	0.0630096463820839	17	0	0
52.25	0.0288393001148095	17	0	0
14.545454545454543	0.0177465712499983	12	1	0
47.5	0.0409916974600897	3	1	0
22.0	0.0331414545406549	8	1	1
30.2	0.0238095238095238	6	0	0
0.0	0.0	1	0	0
27.5	0.0224478343233824	3	1	0
29.5	0.0224478343233824	3	1	0
31.0	0.0	3	1	0
33.5	0.0235653171097806	7	0	1
15.636363636363637	0.0177465712499983	12	0	0
29.6	0.0420950999879215	6	0	0
30.4	0.0224478343233824	6	0	1
14.0	0.0233284737407921	5	1	0
75.0	0.0	2	0	0
8.25	0.0	5	1	0
24.0	0.0	2	0	0
10.5	0.0233284737407921	5	0	0
18.75	0.019047619047619	5	0	0
24.714285714285715	0.0230534722988536	8	1	0
0.0	0.0	1	0	0
28.6	0.032723060520775	6	0	0
30.8	0.0238095238095238	6	0	0
18.11111111111111	0.0238095238095238	10	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
5.0	0.0269038833505581	4	1	0
64.72727272727273	0.0177465712499983	12	0	0
42.0	0.0238095238095238	2	1	0
46.5	0.0388807895679869	3	1	0
27.75	0.0197971290305499	9	1	0
81.45454545454545	0.042170943758417	12	0	1
23.166666666666668	0.0235653171097806	7	0	0
17.666666666666668	0.0380223279539162	7	0	0
0.0	0.0	1	1	0
13.0	0.0215120929263155	7	0	0
0.0	0.0	1	1	0
20.714285714285715	0.0230534722988536	8	1	0
0.0	0.0	1	1	0
99.0	0.0	2	0	0
17.3	0.0229069377581349	11	0	1
0.0	0.0	1	0	0
19.2	0.0224478343233824	6	0	0
30.4	0.032723060520775	6	0	0
24.714285714285715	0.0441440386136646	8	1	0
22.428571428571427	0.0472455591261534	8	0	0
32.285714285714285	0.0331414545406548	8	0	0
46.714285714285715	0.020619652471058	8	0	0
